,Model,Activity,Age,Weight_kg,Height_m,Muscle_Name,Value
1302,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_2-L4_r,3.65649385
1303,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_2-L3_r,1.35470646
1304,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_2-L2_r,0.82335862
1305,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_3-L1_r,1.86319916
1306,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_3-L2_r,1.27091322
1307,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_3-L3_r,2.24903597
1308,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_1-L3_l,1.68781871
1309,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_2-L4_l,9.77854263
1310,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_2-L3_l,1.28340391
1311,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_2-L2_l,0.91784647
1312,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_3-L1_l,1.80734399
1313,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_3-L2_l,3.92446660
1314,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_post_I_3-L3_l,9.58391310
1315,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L3-12_3_r,0.82358929
1316,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L3-12_2_r,0.93288682
1317,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L3-12_1_r,1.55658991
1318,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L2-12_1_r,3.86676700
1319,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L4-12_3_r,1.01316231
1320,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L3-12_3_l,0.83436877
1321,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L3-12_2_l,0.93675020
1322,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L3-12_1_l,1.56011772
1323,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L2-12_1_l,3.84077836
1324,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_mid_L4-12_3_l,1.02509641
1325,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_2-T12_r,0.99587112
1326,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-T12_r,1.86682427
1327,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_2-12_1_r,0.61931722
1328,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-12_1_r,1.17461045
1329,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-12_2_r,0.85744411
1330,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-12_3_r,0.99118890
1331,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_2-T12_l,1.03041993
1332,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-T12_l,12.60313302
1333,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_2-12_1_l,0.60650070
1334,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-12_1_l,1.13225571
1335,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-12_2_l,0.82429979
1336,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,QL_ant_I_3-12_3_l,0.95459706
1337,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1s_r,1.07613401
1338,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1t_1_r,0.87267081
1339,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1t_2_r,0.67067872
1340,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1t_3_r,1.11436101
1341,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2s_r,0.60580390
1342,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2t_1_r,0.58576821
1343,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2t_2_r,1.43765158
1344,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2t_3_r,1.59226240
1345,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3s_r,0.76535274
1346,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3t_1_r,0.79845271
1347,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3t_2_r,0.79928507
1348,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3t_3_r,0.79928507
1349,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4s_r,0.92805363
1350,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4t_1_r,0.88035465
1351,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4t_2_r,0.90713774
1352,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4t_3_r,0.98426259
1353,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5s_r,6.24008670
1354,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5t_1_r,8.05353706
1355,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5t_2_r,7.66555102
1356,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5t_3_r,7.17951448
1357,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1_laminar_r,1.69731407
1358,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2_laminar_r,0.36179989
1359,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3_laminar_r,0.33572984
1360,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4_laminar_r,0.26526234
1361,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5_laminar_r,16.15224275
1362,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1s_l,1.05394262
1363,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1t_1_l,0.85618712
1364,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1t_2_l,0.66256259
1365,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1t_3_l,1.08594716
1366,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2s_l,0.59344595
1367,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2t_1_l,0.59209061
1368,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2t_2_l,8.81991522
1369,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2t_3_l,8.72713042
1370,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3s_l,0.73502935
1371,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3t_1_l,0.79526285
1372,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3t_2_l,0.78722767
1373,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3t_3_l,0.78722767
1374,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4s_l,0.90949469
1375,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4t_1_l,0.87254242
1376,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4t_2_l,0.91007719
1377,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4t_3_l,0.96932354
1378,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5s_l,7.64225704
1379,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5t_1_l,8.51244330
1380,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5t_2_l,8.38270142
1381,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5t_3_l,8.14632142
1382,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m1_laminar_l,1.62399563
1383,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m2_laminar_l,1.20338956
1384,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m3_laminar_l,0.32069223
1385,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m4_laminar_l,0.25394759
1386,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,MF_m5_laminar_l,18.98428708
1387,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R5_r,0.56964619
1388,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R6_r,0.89087141
1389,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R7_r,1.87412450
1390,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R8_r,2.30815832
1391,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R9_r,2.66146065
1392,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R10_r,1.84794820
1393,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R11_r,1.83025864
1394,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R12_r,1.99934100
1395,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R5_l,0.72309154
1396,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R6_l,0.92437113
1397,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R7_l,20.10489689
1398,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R8_l,12.15601175
1399,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R9_l,7.52125339
1400,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R10_l,43.83268907
1401,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R11_l,1.84103285
1402,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,E0_R12_l,2.00339007
1403,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO1_r,54.52893449
1404,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO2_r,20.14643458
1405,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO3_r,12.98860194
1406,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO4_r,2.85702082
1407,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO5_r,3.16373263
1408,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO6_r,2.22474407
1409,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO1_l,57.61677399
1410,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO2_l,23.05845098
1411,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO3_l,20.56489775
1412,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO4_l,2.78966597
1413,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO5_l,3.13418908
1414,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,IO6_l,2.21839357
1415,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L1_r,6.12617098
1416,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L2_r,0.96711589
1417,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L3_r,9.85048933
1418,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L4_r,1.07220408
1419,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L5_r,1.08453979
1420,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T12_r,7.76842952
1421,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T11_r,9.83555052
1422,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T10_r,2.75573503
1423,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T9_r,2.37411869
1424,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T8_r,4.49698434
1425,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T7_r,2.16540009
1426,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_R12_r,6.24702094
1427,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_R11_r,12.04002063
1428,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_Il_r,0.70677715
1429,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L1_l,1.10686084
1430,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L2_l,1.01702286
1431,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L3_l,1.16284176
1432,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L4_l,1.11810103
1433,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_L5_l,1.13101468
1434,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T12_l,0.65777310
1435,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T11_l,0.77311236
1436,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T10_l,0.86403471
1437,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T9_l,0.50416616
1438,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T8_l,0.61611419
1439,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_T7_l,0.58264934
1440,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_R12_l,0.53406412
1441,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_R11_l,0.80928284
1442,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,LD_Il_l,0.72463801
1443,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,stern_mast,22.54954205
1444,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,cleid_mast,4.12645571
1445,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,cleid_occ,5.49842281
1446,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,scalenus_ant,0.75438374
1447,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,scalenus_med,1.62937140
1448,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,scalenus_post,1.73865713
1449,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,long_col_c1thx,0.28329973
1450,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,long_col_c5thx,0.29184311
1451,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_cl,9.71374043
1452,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_acr_scap,11.00441527
1453,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_acr_T1,2.86421268
1454,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_acr_T2,1.54767745
1455,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_acr_T3,1.94834696
1456,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_inf_T4,0.71015322
1457,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_inf_T5,0.67133268
1458,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_inf_T6,1.06838923
1459,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_inf_T7,0.92871496
1460,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_inf_T8,0.79003186
1461,110_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,"45° trunk axial twist, 5 kg in each hand",44.5,75.58575771,1.693630856,trap_inf_T9,0.62792476
