sex,age_group,model_file,thoracic1_x_norm,thoracic1_y_norm,thoracic1_z_norm,thoracic2_x_norm,thoracic2_y_norm,thoracic2_z_norm,thoracic3_x_norm,thoracic3_y_norm,thoracic3_z_norm,thoracic4_x_norm,thoracic4_y_norm,thoracic4_z_norm,thoracic5_x_norm,thoracic5_y_norm,thoracic5_z_norm,thoracic6_x_norm,thoracic6_y_norm,thoracic6_z_norm,thoracic7_x_norm,thoracic7_y_norm,thoracic7_z_norm,thoracic8_x_norm,thoracic8_y_norm,thoracic8_z_norm,thoracic9_x_norm,thoracic9_y_norm,thoracic9_z_norm,thoracic10_x_norm,thoracic10_y_norm,thoracic10_z_norm,thoracic11_x_norm,thoracic11_y_norm,thoracic11_z_norm,thoracic12_x_norm,thoracic12_y_norm,thoracic12_z_norm,lumbar1_x_norm,lumbar1_y_norm,lumbar1_z_norm,lumbar2_x_norm,lumbar2_y_norm,lumbar2_z_norm,lumbar3_x_norm,lumbar3_y_norm,lumbar3_z_norm,lumbar4_x_norm,lumbar4_y_norm,lumbar4_z_norm,lumbar5_x_norm,lumbar5_y_norm,lumbar5_z_norm
Female,Age4049,354_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.0,1.0,0.0,-0.030971,0.964294,0.0,-0.062809,0.923449,0.0,-0.094668,0.876102,0.0,-0.111021,0.826611,0.0,-0.120196,0.772333,0.0,-0.122298,0.715513,0.0,-0.119551,0.660033,0.0,-0.119985,0.600753,0.0,-0.104566,0.536969,0.0,-0.077521,0.476533,0.0,-0.043104,0.407966,0.0,-0.002805,0.33557,0.0,0.020073,0.254589,0.0,0.034552,0.172485,0.0,0.031563,0.086725,0.0,0.0,0.0,0.0
Female,Age4049,374_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.015216,0.959025,0.0,-0.029513,0.913319,0.0,-0.04172,0.861975,0.0,-0.046241,0.815066,0.0,-0.041358,0.766351,0.0,-0.036026,0.715221,0.0,-0.02834,0.662723,0.0,-0.015401,0.605151,0.0,-0.002163,0.546477,0.0,0.007614,0.482416,0.0,0.020222,0.410122,0.0,0.031025,0.329965,0.0,0.037657,0.244017,0.0,0.045485,0.156188,0.0,0.035943,0.077409,0.0,0.0,0.0,0.0
Female,Age4049,391_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.018515,0.960947,0.0,-0.036534,0.917156,0.0,-0.052973,0.867629,0.0,-0.063971,0.820418,0.0,-0.074815,0.769983,0.0,-0.081067,0.715654,0.0,-0.084567,0.660428,0.0,-0.07936,0.603544,0.0,-0.067488,0.544882,0.0,-0.05001,0.482498,0.0,-0.029033,0.408218,0.0,-0.003239,0.330923,0.0,0.012624,0.245922,0.0,0.02938,0.158146,0.0,0.027745,0.079699,0.0,0.0,0.0,0.0
Female,Age4049,467_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.018785,0.957266,0.0,-0.036892,0.909428,0.0,-0.053117,0.855448,0.0,-0.063883,0.80765,0.0,-0.066355,0.760371,0.0,-0.061763,0.711898,0.0,-0.056443,0.662799,0.0,-0.052233,0.606202,0.0,-0.045398,0.548691,0.0,-0.030442,0.484888,0.0,-0.012514,0.416869,0.0,0.005038,0.341357,0.0,0.018203,0.258285,0.0,0.033848,0.170416,0.0,0.031032,0.08571,0.0,0.0,0.0,0.0
Female,Age4049,469_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.024779,0.962868,0.0,-0.049759,0.920817,0.0,-0.073989,0.87267,0.0,-0.088941,0.827084,0.0,-0.097671,0.777088,0.0,-0.096199,0.724042,0.0,-0.09331,0.668181,0.0,-0.088445,0.610142,0.0,-0.076221,0.548085,0.0,-0.052228,0.486679,0.0,-0.028,0.417503,0.0,0.000133,0.341813,0.0,0.020912,0.254581,0.0,0.035508,0.162303,0.0,0.031253,0.081369,0.0,0.0,0.0,0.0
Female,Age4049,531_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.014414,0.958481,0.0,-0.027806,0.912228,0.0,-0.038973,0.860353,0.0,-0.047216,0.811291,0.0,-0.045388,0.763391,0.0,-0.049229,0.711687,0.0,-0.050382,0.657338,0.0,-0.046227,0.599011,0.0,-0.03155,0.54228,0.0,-0.008458,0.483663,0.0,0.017001,0.413056,0.0,0.028836,0.328743,0.0,0.032015,0.244991,0.0,0.041896,0.15811,0.0,0.034235,0.078689,0.0,0.0,0.0,0.0
Female,Age4049,572_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.019299,0.961727,0.0,-0.038221,0.918743,0.0,-0.055717,0.870038,0.0,-0.074807,0.820733,0.0,-0.079455,0.766926,0.0,-0.085101,0.71381,0.0,-0.080166,0.657767,0.0,-0.076816,0.599989,0.0,-0.067484,0.538128,0.0,-0.051876,0.472713,0.0,-0.032163,0.404258,0.0,-0.005469,0.329815,0.0,0.022038,0.248006,0.0,0.035699,0.155481,0.0,0.030811,0.077815,0.0,0.0,0.0,0.0
Female,Age4049,654_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.015582,0.957911,0.0,-0.030218,0.910965,0.0,-0.042698,0.858231,0.0,-0.045746,0.808952,0.0,-0.042391,0.755795,0.0,-0.038772,0.702455,0.0,-0.029428,0.648929,0.0,-0.017126,0.593316,0.0,-0.004519,0.534368,0.0,0.01543,0.47084,0.0,0.034732,0.40257,0.0,0.047801,0.327227,0.0,0.050364,0.244996,0.0,0.054073,0.158043,0.0,0.040545,0.077693,0.0,0.0,0.0,0.0
Female,Age4049,670_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.0,1.0,0.0,-0.017735,0.958183,0.0,-0.034739,0.911413,0.0,-0.049837,0.858689,0.0,-0.054655,0.812384,0.0,-0.057138,0.761372,0.0,-0.055615,0.709448,0.0,-0.052647,0.654478,0.0,-0.04704,0.596205,0.0,-0.03444,0.533928,0.0,-0.021089,0.46887,0.0,-0.002472,0.401437,0.0,0.01985,0.327555,0.0,0.033712,0.247013,0.0,0.043246,0.163422,0.0,0.035354,0.081338,0.0,0.0,0.0,0.0
Female,Age4049,679_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.018947,0.95942,0.0,-0.037354,0.913936,0.0,-0.054091,0.862519,0.0,-0.062692,0.810529,0.0,-0.063032,0.758693,0.0,-0.05906,0.705558,0.0,-0.056153,0.651256,0.0,-0.050806,0.593255,0.0,-0.041059,0.531816,0.0,-0.027957,0.466607,0.0,-0.011477,0.395814,0.0,0.011031,0.324937,0.0,0.028467,0.246874,0.0,0.039723,0.161875,0.0,0.033404,0.080815,0.0,0.0,0.0,0.0
Female,Age4049,754_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.017328,0.961849,0.0,-0.034097,0.919111,0.0,-0.049246,0.870839,0.0,-0.057262,0.818727,0.0,-0.060488,0.765939,0.0,-0.053404,0.713034,0.0,-0.045457,0.657301,0.0,-0.040426,0.601042,0.0,-0.029165,0.540309,0.0,-0.011969,0.475862,0.0,0.008097,0.402987,0.0,0.025286,0.322904,0.0,0.028099,0.235536,0.0,0.038512,0.15112,0.0,0.031927,0.07533,0.0,0.0,0.0,0.0
Female,Age4049,803_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.0,1.0,0.0,-0.018298,0.959335,0.0,-0.035988,0.91379,0.0,-0.051932,0.862363,0.0,-0.065335,0.816845,0.0,-0.065194,0.767059,0.0,-0.064783,0.715227,0.0,-0.056681,0.66285,0.0,-0.044971,0.607841,0.0,-0.035947,0.547488,0.0,-0.015665,0.485754,0.0,0.002572,0.413262,0.0,0.022952,0.336972,0.0,0.035737,0.251066,0.0,0.044799,0.159805,0.0,0.035873,0.07934,0.0,0.0,0.0,0.0
Female,Age4049,827_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.010469,0.960929,0.0,-0.019681,0.917584,0.0,-0.026476,0.869225,0.0,-0.027114,0.816249,0.0,-0.02989,0.762142,0.0,-0.031424,0.707768,0.0,-0.034474,0.650544,0.0,-0.034969,0.593315,0.0,-0.026406,0.531353,0.0,-0.015579,0.465792,0.0,-0.001952,0.392227,0.0,0.014008,0.313521,0.0,0.025842,0.230608,0.0,0.036609,0.146013,0.0,0.030533,0.072833,0.0,0.0,0.0,0.0
Female,Age4049,842_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.01169,0.955773,0.0,-0.02194,0.906715,0.0,-0.029439,0.851995,0.0,-0.031374,0.800828,0.0,-0.02844,0.749615,0.0,-0.025473,0.69806,0.0,-0.022331,0.64391,0.0,-0.021048,0.587654,0.0,-0.016524,0.528572,0.0,-0.011208,0.465994,0.0,0.002245,0.399261,0.0,0.015764,0.326545,0.0,0.029594,0.248676,0.0,0.04061,0.165333,0.0,0.034136,0.082538,0.0,0.0,0.0,0.0
Female,Age4049,902_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.0,1.0,0.0,-0.017298,0.960368,0.0,-0.033954,0.91601,0.0,-0.048852,0.865969,0.0,-0.060289,0.817491,0.0,-0.064696,0.764897,0.0,-0.063135,0.712018,0.0,-0.055921,0.657848,0.0,-0.050103,0.601027,0.0,-0.039907,0.539904,0.0,-0.035677,0.472394,0.0,-0.023976,0.40092,0.0,-0.006076,0.325168,0.0,0.012421,0.244703,0.0,0.029086,0.158293,0.0,0.027605,0.079798,0.0,0.0,0.0,0.0
Female,Age5059,155_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.016111,0.962608,0.0,-0.031592,0.920769,0.0,-0.045396,0.873588,0.0,-0.058289,0.823123,0.0,-0.062917,0.768862,0.0,-0.063988,0.713664,0.0,-0.054684,0.656405,0.0,-0.042869,0.597878,0.0,-0.02558,0.537153,0.0,-0.003107,0.471624,0.0,0.021244,0.398503,0.0,0.040662,0.320686,0.0,0.042352,0.235376,0.0,0.047342,0.14395,0.0,0.035938,0.070915,0.0,0.0,0.0,0.0
Female,Age5059,169_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.013783,0.955887,0.0,-0.026336,0.906827,0.0,-0.036362,0.851934,0.0,-0.042562,0.806888,0.0,-0.041704,0.757915,0.0,-0.042899,0.708146,0.0,-0.038577,0.656659,0.0,-0.035009,0.603032,0.0,-0.026129,0.546016,0.0,-0.011228,0.484385,0.0,0.000283,0.414197,0.0,0.017503,0.336702,0.0,0.033646,0.252796,0.0,0.043678,0.166373,0.0,0.03581,0.082836,0.0,0.0,0.0,0.0
Female,Age5059,238_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.008116,0.956629,0.0,-0.01451,0.908709,0.0,-0.017854,0.855539,0.0,-0.019234,0.805836,0.0,-0.022622,0.752821,0.0,-0.021675,0.700172,0.0,-0.022187,0.644814,0.0,-0.025141,0.588073,0.0,-0.026014,0.525746,0.0,-0.022398,0.459931,0.0,-0.011231,0.391622,0.0,0.009196,0.323366,0.0,0.031215,0.243997,0.0,0.041302,0.15894,0.0,0.033991,0.079169,0.0,0.0,0.0,0.0
Female,Age5059,274_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.017325,0.958117,0.0,-0.03388,0.911301,0.0,-0.048482,0.858562,0.0,-0.05835,0.810232,0.0,-0.061936,0.760589,0.0,-0.060782,0.709272,0.0,-0.053642,0.655157,0.0,-0.045435,0.597794,0.0,-0.032493,0.539108,0.0,-0.018508,0.476411,0.0,-0.002837,0.409127,0.0,0.019083,0.33484,0.0,0.035787,0.252878,0.0,0.045033,0.162559,0.0,0.036212,0.080751,0.0,0.0,0.0,0.0
Female,Age5059,313_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.014596,0.958735,0.0,-0.028204,0.912745,0.0,-0.039625,0.861144,0.0,-0.044845,0.813395,0.0,-0.047506,0.762882,0.0,-0.047822,0.711018,0.0,-0.047172,0.657718,0.0,-0.043311,0.600343,0.0,-0.032486,0.539701,0.0,-0.017088,0.474815,0.0,-0.002117,0.404453,0.0,0.016474,0.324089,0.0,0.028316,0.242271,0.0,0.039237,0.158114,0.0,0.032855,0.078902,0.0,0.0,0.0,0.0
Female,Age5059,338_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.014592,0.957772,0.0,-0.028137,0.910731,0.0,-0.03941,0.857978,0.0,-0.044589,0.80633,0.0,-0.047676,0.754326,0.0,-0.049216,0.702148,0.0,-0.048103,0.648418,0.0,-0.044998,0.591376,0.0,-0.03728,0.532464,0.0,-0.021457,0.470734,0.0,-0.008694,0.404305,0.0,0.010949,0.328805,0.0,0.023022,0.245388,0.0,0.035944,0.162352,0.0,0.031483,0.081359,0.0,0.0,0.0,0.0
Female,Age5059,373_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.015978,0.95746,0.0,-0.031019,0.910002,0.0,-0.043906,0.856673,0.0,-0.048793,0.808219,0.0,-0.049454,0.761009,0.0,-0.044386,0.712718,0.0,-0.031757,0.6632,0.0,-0.023133,0.608155,0.0,-0.012457,0.547669,0.0,-0.000857,0.481976,0.0,0.015709,0.408976,0.0,0.036126,0.332977,0.0,0.043371,0.247327,0.0,0.049716,0.161643,0.0,0.038568,0.079903,0.0,0.0,0.0,0.0
Female,Age5059,387_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.015447,0.960505,0.0,-0.030083,0.916407,0.0,-0.042781,0.866802,0.0,-0.0513,0.818143,0.0,-0.054795,0.766618,0.0,-0.056961,0.71313,0.0,-0.055711,0.657511,0.0,-0.05039,0.599494,0.0,-0.035204,0.538186,0.0,-0.020621,0.470512,0.0,-0.003301,0.400397,0.0,0.01536,0.321013,0.0,0.031032,0.237524,0.0,0.0406,0.152521,0.0,0.033119,0.075892,0.0,0.0,0.0,0.0
Female,Age5059,388_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.012365,0.957918,0.0,-0.023481,0.911162,0.0,-0.032108,0.858912,0.0,-0.038639,0.809009,0.0,-0.041423,0.754921,0.0,-0.036039,0.702333,0.0,-0.033771,0.646144,0.0,-0.030698,0.588425,0.0,-0.027442,0.527564,0.0,-0.012358,0.462797,0.0,0.002572,0.396502,0.0,0.019958,0.322025,0.0,0.036178,0.242273,0.0,0.044434,0.157078,0.0,0.035468,0.077954,0.0,0.0,0.0,0.0
Female,Age5059,397_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.010006,0.958446,0.0,-0.018572,0.912408,0.0,-0.024453,0.861138,0.0,-0.031006,0.813095,0.0,-0.033394,0.759599,0.0,-0.035836,0.706627,0.0,-0.035708,0.652736,0.0,-0.033218,0.596072,0.0,-0.024407,0.536123,0.0,-0.011598,0.473979,0.0,0.006081,0.404257,0.0,0.027544,0.331537,0.0,0.039776,0.24578,0.0,0.046734,0.152052,0.0,0.036264,0.075165,0.0,0.0,0.0,0.0
Female,Age5059,400_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.022625,0.963353,0.0,-0.045279,0.921958,0.0,-0.067001,0.874714,0.0,-0.083054,0.827407,0.0,-0.091882,0.777489,0.0,-0.095903,0.723691,0.0,-0.093877,0.666935,0.0,-0.086091,0.608791,0.0,-0.072786,0.546848,0.0,-0.045805,0.482547,0.0,-0.017813,0.409243,0.0,0.010458,0.329214,0.0,0.026263,0.242799,0.0,0.037939,0.155735,0.0,0.031992,0.077771,0.0,0.0,0.0,0.0
Female,Age5059,407_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.021383,0.960986,0.0,-0.04254,0.917074,0.0,-0.062424,0.867175,0.0,-0.075306,0.817914,0.0,-0.081564,0.765277,0.0,-0.084589,0.710847,0.0,-0.083776,0.655487,0.0,-0.08406,0.597466,0.0,-0.074191,0.537188,0.0,-0.059744,0.473395,0.0,-0.040333,0.404171,0.0,-0.01484,0.32866,0.0,0.008307,0.247243,0.0,0.02637,0.163461,0.0,0.026605,0.082695,0.0,0.0,0.0,0.0
Female,Age5059,415_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.0147,0.9583,0.0,-0.028393,0.911832,0.0,-0.039874,0.859696,0.0,-0.047577,0.810045,0.0,-0.04922,0.757503,0.0,-0.045218,0.704174,0.0,-0.042595,0.648301,0.0,-0.031538,0.594904,0.0,-0.01813,0.533327,0.0,-0.001154,0.471027,0.0,0.016369,0.402816,0.0,0.025588,0.326054,0.0,0.034821,0.243712,0.0,0.043672,0.158657,0.0,0.035198,0.078833,0.0,0.0,0.0,0.0
Female,Age5059,464_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.0,1.0,0.0,-0.01535,0.957272,0.0,-0.029696,0.909644,0.0,-0.041804,0.85618,0.0,-0.048838,0.808865,0.0,-0.053435,0.759844,0.0,-0.052844,0.710504,0.0,-0.050566,0.658176,0.0,-0.044996,0.603465,0.0,-0.037709,0.545493,0.0,-0.023854,0.484872,0.0,-0.008871,0.416423,0.0,0.007183,0.339172,0.0,0.023901,0.255448,0.0,0.03748,0.164763,0.0,0.032469,0.082488,0.0,0.0,0.0,0.0
Female,Age5059,473_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.02362,0.964237,0.0,-0.047412,0.923752,0.0,-0.070456,0.877416,0.0,-0.085119,0.826793,0.0,-0.095412,0.773144,0.0,-0.096097,0.718722,0.0,-0.089489,0.662879,0.0,-0.087665,0.602706,0.0,-0.066155,0.541951,0.0,-0.044478,0.473458,0.0,-0.016048,0.398679,0.0,0.007319,0.32141,0.0,0.034816,0.239861,0.0,0.043267,0.153532,0.0,0.034584,0.076207,0.0,0.0,0.0,0.0
Female,Age5059,489_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.016136,0.961881,0.0,-0.031608,0.919246,0.0,-0.045337,0.871189,0.0,-0.057458,0.822775,0.0,-0.06548,0.772608,0.0,-0.071213,0.719269,0.0,-0.069311,0.662163,0.0,-0.0674,0.602326,0.0,-0.057181,0.539553,0.0,-0.042177,0.472759,0.0,-0.02313,0.400625,0.0,-0.001337,0.321762,0.0,0.018222,0.23928,0.0,0.032505,0.150593,0.0,0.028769,0.075534,0.0,0.0,0.0,0.0
Female,Age5059,512_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.019569,0.958901,0.0,-0.038621,0.912811,0.0,-0.05602,0.86068,0.0,-0.063225,0.810206,0.0,-0.063159,0.758309,0.0,-0.058512,0.705659,0.0,-0.052278,0.650544,0.0,-0.045825,0.594059,0.0,-0.035075,0.53333,0.0,-0.018602,0.468543,0.0,-0.002351,0.398581,0.0,0.021418,0.323654,0.0,0.038129,0.242476,0.0,0.045919,0.163069,0.0,0.036712,0.080942,0.0,0.0,0.0,0.0
Female,Age5059,521_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.017829,0.957749,0.0,-0.034915,0.910499,0.0,-0.050063,0.857241,0.0,-0.057803,0.80971,0.0,-0.059659,0.759596,0.0,-0.061605,0.708935,0.0,-0.059682,0.656824,0.0,-0.057067,0.599886,0.0,-0.04878,0.539672,0.0,-0.037252,0.475961,0.0,-0.021296,0.407323,0.0,-0.001936,0.334889,0.0,0.013905,0.25052,0.0,0.030169,0.167986,0.0,0.028932,0.084741,0.0,0.0,0.0,0.0
Female,Age5059,563_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.011356,0.95741,0.0,-0.02134,0.910159,0.0,-0.028683,0.857449,0.0,-0.033839,0.811211,0.0,-0.035656,0.76163,0.0,-0.032053,0.710395,0.0,-0.025529,0.660113,0.0,-0.021608,0.606136,0.0,-0.017454,0.545941,0.0,-0.008402,0.479104,0.0,0.0022,0.407671,0.0,0.01779,0.330867,0.0,0.033541,0.247035,0.0,0.043051,0.158301,0.0,0.034847,0.078696,0.0,0.0,0.0,0.0
Female,Age5059,594_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.012331,0.954523,0.0,-0.023213,0.904057,0.0,-0.031298,0.847742,0.0,-0.03119,0.798491,0.0,-0.025638,0.748286,0.0,-0.020811,0.699226,0.0,-0.00996,0.649818,0.0,-0.004046,0.59684,0.0,0.004763,0.538478,0.0,0.010744,0.474809,0.0,0.03163,0.410205,0.0,0.044032,0.332026,0.0,0.047372,0.248952,0.0,0.052807,0.16723,0.0,0.040614,0.082559,0.0,0.0,0.0,0.0
Female,Age5059,650_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.025238,0.959737,0.0,-0.050541,0.914235,0.0,-0.07486,0.862272,0.0,-0.092893,0.813557,0.0,-0.104122,0.763524,0.0,-0.107819,0.707799,0.0,-0.11374,0.652321,0.0,-0.122123,0.592382,0.0,-0.117549,0.528387,0.0,-0.101113,0.46429,0.0,-0.07331,0.396881,0.0,-0.034502,0.331702,0.0,-0.00186,0.258217,0.0,0.019997,0.175718,0.0,0.024268,0.089553,0.0,0.0,0.0,0.0
Female,Age5059,667_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.018365,0.959875,0.0,-0.036159,0.914919,0.0,-0.052265,0.864134,0.0,-0.05922,0.814184,0.0,-0.058416,0.762104,0.0,-0.05471,0.711046,0.0,-0.046486,0.65683,0.0,-0.035497,0.599804,0.0,-0.020719,0.538219,0.0,-0.002323,0.479001,0.0,0.01468,0.411203,0.0,0.032069,0.332633,0.0,0.037718,0.243194,0.0,0.045537,0.157792,0.0,0.036097,0.078235,0.0,0.0,0.0,0.0
Female,Age5059,724_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.016106,0.962039,0.0,-0.03155,0.919581,0.0,-0.045266,0.871719,0.0,-0.057057,0.821069,0.0,-0.067174,0.771052,0.0,-0.059123,0.719428,0.0,-0.054739,0.6674,0.0,-0.043029,0.612697,0.0,-0.022614,0.554277,0.0,-0.002265,0.489361,0.0,0.020624,0.415155,0.0,0.042414,0.33623,0.0,0.044325,0.243211,0.0,0.048971,0.145447,0.0,0.036901,0.071563,0.0,0.0,0.0,0.0
Female,Age5059,740_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.0,1.0,0.0,-0.01361,0.959095,0.0,-0.026157,0.91356,0.0,-0.036452,0.862538,0.0,-0.04065,0.810223,0.0,-0.042447,0.757593,0.0,-0.043119,0.702788,0.0,-0.041119,0.646979,0.0,-0.043128,0.589888,0.0,-0.037896,0.528505,0.0,-0.029098,0.463517,0.0,-0.018566,0.392204,0.0,-0.001059,0.31759,0.0,0.018675,0.237474,0.0,0.032384,0.15714,0.0,0.029223,0.078938,0.0,0.0,0.0,0.0
Female,Age5059,856_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.007703,0.955197,0.0,-0.013563,0.905736,0.0,-0.0162,0.850912,0.0,-0.018841,0.79926,0.0,-0.018028,0.746548,0.0,-0.018847,0.692859,0.0,-0.02175,0.636753,0.0,-0.023664,0.579749,0.0,-0.019284,0.522039,0.0,-0.005796,0.462902,0.0,0.012869,0.398135,0.0,0.031062,0.324822,0.0,0.041884,0.245466,0.0,0.048632,0.162049,0.0,0.038038,0.080201,0.0,0.0,0.0,0.0
Female,Age6069,120_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.015467,0.958876,0.0,-0.030033,0.912992,0.0,-0.042518,0.861434,0.0,-0.05115,0.811783,0.0,-0.056008,0.757986,0.0,-0.057675,0.70189,0.0,-0.050028,0.644995,0.0,-0.043305,0.587844,0.0,-0.03431,0.525428,0.0,-0.017669,0.463246,0.0,0.003735,0.396429,0.0,0.02162,0.323038,0.0,0.038819,0.240744,0.0,0.046093,0.156892,0.0,0.036313,0.077728,0.0,0.0,0.0,0.0
Female,Age6069,175_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.011146,0.958455,0.0,-0.020956,0.912358,0.0,-0.0282,0.860929,0.0,-0.028716,0.813415,0.0,-0.023412,0.762316,0.0,-0.018571,0.709733,0.0,-0.010387,0.656615,0.0,-0.004021,0.599119,0.0,0.005915,0.538206,0.0,0.016084,0.47499,0.0,0.02938,0.404005,0.0,0.04219,0.327236,0.0,0.044466,0.241249,0.0,0.049583,0.15222,0.0,0.037753,0.075027,0.0,0.0,0.0,0.0
Female,Age6069,183_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.022534,0.960148,0.0,-0.0449,0.915252,0.0,-0.06604,0.864178,0.0,-0.078062,0.820054,0.0,-0.08527,0.769738,0.0,-0.086822,0.718415,0.0,-0.080166,0.665959,0.0,-0.073777,0.610349,0.0,-0.064131,0.548793,0.0,-0.045393,0.483173,0.0,-0.024848,0.413676,0.0,0.003796,0.339567,0.0,0.021278,0.255049,0.0,0.035674,0.166608,0.0,0.031679,0.08359,0.0,0.0,0.0,0.0
Female,Age6069,202_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,-0.0,1.0,0.0,-0.019326,0.959679,0.0,-0.038157,0.914453,0.0,-0.055385,0.863287,0.0,-0.067106,0.815535,0.0,-0.069045,0.762887,0.0,-0.066287,0.710932,0.0,-0.061278,0.65424,0.0,-0.049699,0.597081,0.0,-0.033637,0.537597,0.0,-0.009721,0.476899,0.0,0.013028,0.408707,0.0,0.0372,0.333737,0.0,0.028235,0.250453,0.0,0.039879,0.161562,0.0,0.03346,0.080641,0.0,0.0,0.0,0.0
Female,Age6069,250_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.017525,0.959666,0.0,-0.034384,0.91453,0.0,-0.049449,0.863615,0.0,-0.05331,0.813938,0.0,-0.054431,0.763453,0.0,-0.050601,0.709788,0.0,-0.044217,0.655155,0.0,-0.034233,0.598503,0.0,-0.023385,0.537076,0.0,-0.011313,0.46906,0.0,-0.001632,0.394464,0.0,0.012502,0.318816,0.0,0.026038,0.241367,0.0,0.03763,0.159283,0.0,0.032114,0.079637,0.0,0.0,0.0,0.0
Female,Age6069,257_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.014443,0.95791,0.0,-0.027833,0.911028,0.0,-0.038949,0.858459,0.0,-0.047231,0.808186,0.0,-0.049964,0.755745,0.0,-0.051551,0.703017,0.0,-0.051423,0.649607,0.0,-0.045982,0.591717,0.0,-0.034883,0.529586,0.0,-0.020314,0.466804,0.0,-0.006442,0.396394,0.0,0.01443,0.318861,0.0,0.035241,0.239244,0.0,0.043659,0.159763,0.0,0.035279,0.079407,0.0,0.0,0.0,0.0
Female,Age6069,273_SizeScaled_CurvatureAdjust_MuscleAdjust.osim,0.0,1.0,0.0,-0.018269,0.960826,0.0,-0.036007,0.916916,0.0,-0.052134,0.867281,0.0,-0.062547,0.818885,0.0,-0.067175,0.766987,0.0,-0.065503,0.714645,0.0,-0.058595,0.660924,0.0,-0.042462,0.606054,0.0,-0.02584,0.545326,0.0,-0.004752,0.48202,0.0,0.013557,0.409452,0.0,0.033823,0.328864,0.0,0.03744,0.240027,0.0,0.045037,0.154435,0.0,0.035572,0.076535,0.0,0.0,0.0,0.0
